20,Albany Medical College ,,NY,,,,,,,,,,,,,Albany,36001
21,Albany State University ,,GA,,,,,,,,,,,,,Dougherty,13095
22,Albertus Magnus College ,,CT,,,,1,1,,,,,,None available,,New Haven,9009
23,Albion College ,,MI,,,,1,1,,,,,,http://www.albion.edu/hr/for-employees/service-manual/250-conflict-of-interest-coi,,Calhoun,26025
24,Albright College ,,PA,,,,1,1,,,,,,albright.edu/boardoftrustees/handbook/Bylaws.pdf,,Berks,42011
25,Alcorn State University ,,MS,,,,0,1,,,,,,sacs.alcorn.edu/Sacs/forms/poa.aspx?id=24,,Claiborne,28021
26,Alderson-Broaddus College ,,WV,,,,1,2,,,,,,,,Barbour,54001
27,Alfred University ,,NY,,,,1,1,,,,,,www.alfred.edu/provost/policies/,,Allegany,36003
28,Alice Lloyd College ,,KY,,1,,1,0,1923,595,24.5,,0,,,Knott,21119
29,Allegheny College ,,PA,,,,1,1,1815,21000,157,,0,http://sitesmedia.s3.amazonaws.com/hr/files/2009/11/900nonexempt.pdf,,Crawford,42039
30,Allen College ,,IA,,1,"Associate/Bachelor of Science, Master of Science of Nursing, Doctor of Nursing Practice",1,0,1925,,,,,,,Black Hawk,19013
31,Allen University ,,SC,,,,1,0,1870,600,307322,,,,,Richland,45079
32,Alliant International University ,,CA,,1,,1,1,1969,5125,,,,www.alliant.edu/.../Conflict%20of%20Interest%20Policy%20finalJune_09.pdf?,,San Diego,6073
33,Alma College ,,MI,,1,,,,1886,1400,79.7,,,http://www.alma.edu/about/BOT/responsibilities,,Gratiot,26057
34,Alvernia University ,,PA,,1,,1,0,1958,2900,,,,,,Berks,42011
35,Alverno College ,,WI,,1,,1,0,1887,2815,16.7,,,,,Milwaukee,55079
36,Ambassador University ,,TX,,,,,,,,,,,,,,0
37,Amberton University ,,TX,,1,,1,0,1971,,,,,,,Dallas,48113
38,American Academy of Art ,,IL,,1,,1,0,1923,,,,,,,Cook,17031
2112,American Academy of Pediatrics ,,,1,2,,,,,,,,,,,Cumberland,42041
39,American College ,,PA,,1,,1,0,1927,30000,,,,,,Delaware,42045
40,American College of Education ,,IL,,1,,1,0,2005,,,,,,,Bayamón,72021
41,American Conservatory Theater ,,CA,,1,,1,0,1965,,,,,,,Wake,37183
2162,American Enterprise Institute for Public Policy Research ,,,1,2,,1,1,1938,,,,,http://www.aei.org/about,,0,0
42,American Film Institute ,,CA,,1,,1,0,1967,,,,,,,Los Angeles,6037
43,American Indian College of the Assemblies of God ,,AZ,,1,,1,0,1957,,,,,,,0,0
44,American InterContinental University ,,IL,,1,,1,1,1970,27043,,,,catalog.careered.com/catalogs/39/catalog.pdf ,,Fulton,13121
45,American International College ,,MA,,1,,1,0,1885,1723,,,,,,Hampden,25013
46,American Jewish University ,,CA,,1,,1,0,1947,12000,,,,,,Los Angeles,6037
47,American Military University ,,WV,,1,,1,0,1991,77000,,,,,,Prince William,51153
2110,American Museum of Natural History ,,,1,3,,,,,,,,,,,New York,36061
48,American Public University ,,WV,,1,,1,0,1991,77000,,,,,,Prince William,51153
49,American University ,,DC,4,,,1,1,,,,,,http://www1.american.edu/governance/docs/AU%20Conflict%20of%20Interest.pdf,,District of Columbia,11001
50,American University of Puerto Rico ,,PR,,1,,1,0,1963,2934,,,,,,Bayamón,72021
2402,Ames Research Center,NASA,CA,,"2,3",,0,1,1939,,,,,http://www.nasa.gov/centers/ames/pdf/372013main_ATOM%20Selection%20Statement.pdf,,San Bernardino,6071
51,Amherst College ,,MA,,1,,1,1,,,,,,https://www.amherst.edu/offices/human_resources/employeehandbooks/trusteeappemphandbk_alpha/conflictofinterest/accip,,Hampshire,25015
52,Amridge University ,,AL,,1,,1,0,1967,702,0.174,,,,,Montgomery,1101
784,Anchorage,,OH,,,,,,,,,,,,,Anchorage,2020
54,Anderson University ,,IN,,1,,1,1,1917,2565,27.9,,,www.anderson.edu/humres/ConflictInterest.pdf,,Madison,18095
53,Anderson University ,,SC,,1,,1,0,1911,2500,,,,,,Madison,18095
55,Andover Newton Theological School ,,MA,,1,,1,0,1807,350,,,,,,Middlesex,25017
56,Andrews University ,,MI,,1,,1,1,1874,3420,26.3,,,www.andrews.edu/HR/documents/interestconflict.pdf,,Berrien,26021
57,Angelo State University ,,TX,,1,,0,1,1928,6856,96.8,,,www.angelo.edu/.../OP_06.22_Standard_of_Conduct_and_Conflict_of_Interest.pdf,,Tom Green,48451
58,Anna Maria College ,,MA,,1,,1,0,1946,1333,,,,,,Worcester,25027
59,Antillean Adventist University ,,PR,,1,,1,0,1957,,,,,,,0,0
60,Antioch College ,,OH,,1,,1,0,1850,,36.2,,,,,Greene,39057
63,Antioch University–Los Angeles ,,CA,,1,,1,0,1988,912,,,,,,Los Angeles,6037
61,Antioch University–Midwest ,,OH,,1,,1,0,1988,912,,,,,,Greene,39057
62,Antioch University–New England ,,NH,,1,,1,0,1988,912,,,,,,Cheshire,33005
64,Antioch University–Santa Barbara ,,CA,,1,,1,0,1988,912,,,,,,Santa Barbara,6083
65,Antioch University–Seattle ,,WA,,1,,1,0,1988,912,,,,,,King,53033
66,Appalachian Bible College ,,WV,,1,,1,0,1950,950,,,,,,Raleigh,54081
67,Appalachian State University ,,NC,,1,,0,1,1899,17222,56.1,,,resourcemanual.appstate.edu/wiki/AdministrativePolicyNineteen ,,Watauga,37189
68,Aquinas College ,,MI,,1,,1,1,1886,2159,20.2,,,www.aquinas.edu/trustees/by_laws.html,,Kent,26081
69,Aquinas College ,,TN,,1,,1,1,1886,2159,20.2,,,www.aquinas.edu/trustees/by_laws.html,,Kent,26081
70,Aquinas Institute of Theology ,,MO,,1,,1,0,1939,,,,,,,0,0
71,Arcadia University ,,PA,,1,,1,0,1853,4020,49.1,,,,,Montgomery,42091
770,Arecibo Campus,,OH,,,,,,,,,,,,,San Juan,72127
